creative_data_id,attention_data_completed
2404855,81.8182
2096848,94.4555
2183584,47.619
2565398,59.9601
2652091,94.9751
2048408,36.3636
1676123,95.053
2598866,9.1648
2289541,78.125
1744257,71.2042
2077337,90.0263
1801858,72.3404
1749671,72.4052
2066467,76.5993
2033429,91.6667
2182118,76.9231
2340861,69.4915
1764388,5.2632
2389012,52.3411
1900200,82.3913
1858887,63.2229
2043986,66.6667
2230846,62.5
2033328,46.7419
2026613,65.625
1850330,88.5604
1999875,68.3438
2200210,79.8913
2093465,83.3333
2022312,30.5806
2610979,25.5708
2315429,100.0
2048577,76.9231
2190859,58.1349
2144613,82.426
1742161,42.8571
1978189,88.1306
1882609,63.6364
1774218,35.25
2561719,94.9752
2643206,56.7158
2006044,7.7725
2052730,90.2157
1693674,73.3333
1944705,68.2301
2167431,94.9762
2597719,67.3913
1686506,94.9741
2273250,96.3235
1898568,48.5729
1813976,33.7152
1979358,68.4211
2218884,70.2128
2172273,94.9751
2394165,93.5
2126137,85.9155
1847767,5.5556
2314937,87.7778
1966363,65.748
2407098,41.5849
2096828,94.9745
2337362,40.0
2239987,68.75
1832767,91.0853
1864702,66.0079
1774214,66.4634
1779464,5.5556
1807418,100.0
2569151,55.4217
2390777,73.9178
1809596,44.2922
2560672,89.2644
2015535,25.974
2491225,94.975
2415719,93.0746
2157599,86.3636
2277164,71.4646
2003043,87.5
2143642,81.4815
1954180,86.2069
2347860,81.8182
1907348,50.0
2199693,5.9588
2594636,63.2613
2597957,76.5924
1916407,100.0
2167988,46.6667
2187445,73.8832
1817890,74.45
2354321,47.7876
2346550,72.2362
2396707,77.7778
1697699,66.6667
2487002,92.2148
1786543,70.7143
2074342,84.5043
1961986,64.1737
2405960,38.1368
1788214,64.2857
1769605,31.6808
1723784,15.7635
2378449,55.5556
1777657,94.3751
1696112,81.388
2199840,60.0
2627958,94.9754
1857105,83.6737
1699626,7.5758
2238636,64.6919
2642523,58.3333
1868222,84.1623
1871105,83.3333
1920285,79.6
1832280,19.3548
1672632,79.0026
2383706,15.0313
1958548,27.0172
2399337,84.0171
1893215,98.5112
1934674,71.0612
2067228,50.0
2357273,91.2387
2586818,89.3939
2391472,79.1919
1885939,5.4054
2055377,68.7081
1850147,84.985
2153852,74.4711
1795049,51.1111
1797035,93.3333
2496614,64.4057
1812995,71.4286
1787832,77.3692
2644318,39.645
1947139,45.6425
2032617,11.5385
2191515,91.4286
2363167,86.2196
2404103,87.234
1819497,36.2173
2109408,56.7273
1771758,93.9597
1841692,87.3462
1671023,78.5829
1844462,73.6842
2339726,17.8947
2212353,57.1429
2641718,15.1751
2401331,63.6
1755528,88.8337
1882420,76.4686
2163994,21.0526
2618471,12.5
1681617,95.7788
1889011,14.2161
2207996,61.6611
1897908,88.8889
1999003,25.7143
2460328,85.6287
2125233,88.7097
1701595,72.6611
1982678,52.4752
2590370,99.2337
2145453,25.89
2019384,36.3636
2116284,53.4483
2276642,68.0
2126408,24.0838
2374342,96.0784
1833159,92.8
2001859,76.3251
1727842,55.0562
2034822,88.8889
1676476,95.098
2371328,83.4711
1961162,68.932
2523676,79.5362
1692879,90.5405
1903602,79.0541
1894277,92.3077
2354631,75.2101
2268758,89.2308
2160999,56.129
1810198,86.6667
2288335,94.4553
1931315,71.4286
1979065,15.7895
1880756,88.2353
1970822,66.6667
2054965,93.3333
1913228,37.8026
1831513,73.9267
2418615,86.3009
2163490,100.0
2201503,7.4627
2179139,92.5926
1806590,96.8504
1761705,78.7879
2126815,77.3058
2580011,100.0
1904396,75.579
1983905,94.1385
1794605,60.5263
2027125,49.0775
2399731,92.8844
1860268,25.5639
2359933,66.2338
1777880,17.6471
1953750,35.6643
1697074,96.7742
2565416,29.4118
1856957,90.0
1836406,34.5133
2323680,100.0
2364321,93.5393
2157803,55.2632
2224598,97.3485
1983613,89.1738
2313442,65.6463
1927890,89.288
1817523,92.5859
2056273,93.0233
2000016,57.8947
2275302,65.4867
1968330,72.2222
2326755,87.5
1921417,80.3571
2040958,100.0
2377448,91.5212
1700992,82.5
2332208,20.4545
2571234,8.3333
2605425,94.9748
1922478,74.5247
2346540,88.2852
1889787,29.1667
2549503,91.6914
2056288,94.2857
2311407,41.9355
2295339,65.8333
2037058,54.7708
1782450,16.6667
1896264,86.3848
2169129,71.777
2619565,6.1538
1701912,89.5833
2056068,77.7778
2565036,23.6287
1814445,88.2353
1875059,90.9091
1686811,27.7778
2128644,77.7013
2106924,65.0
2383387,85.494
2570303,78.2787
2156128,92.0666
1717319,94.7977
2226815,17.6471
2378055,87.4927
2460832,87.8126
2617439,5.0808
1853295,66.3333
1934738,93.3333
1951368,63.352
1896458,98.9209
1990449,59.4301
1900459,58.6207
1741841,86.8421
1972096,75.0
2545735,93.8224
1740158,14.2857
2529008,94.6667
1777289,82.5
2208088,79.7386
1930195,76.5217
1784137,89.3745
1885051,95.2381
2321193,83.8998
1963893,78.5714
1848946,67.0757
2652801,95.8333
1680255,93.5732
2229504,93.7669
2259567,100.0
2463432,46.1538
2413508,18.5185
1758262,92.1569
1827851,88.2419
1944007,89.0748
2513361,35.1916
1733708,7.6923
2594976,54.8387
1796059,89.7782
2519056,94.975
2565275,77.6123
2605727,97.0
1829601,96.129
1983242,53.151
2206951,90.9091
2340586,94.4558
1885184,73.9726
2336041,94.3548
2519986,97.741
2337731,88.6535
1874964,88.9159
2226715,52.9412
2563744,91.6667
1922494,84.3191
2633708,96.1905
1988979,96.1538
1755548,91.9502
1922817,7.0423
2511508,93.8972
1955460,37.037
1866735,71.4286
2244415,47.9532
1706446,77.3391
2048566,87.8788
1963305,57.1429
1852322,78.3346
2564201,90.6395
2545721,66.8099
2087159,78.0849
2359882,95.1057
1730425,91.3043
2583758,31.0345
1974751,92.4528
1687525,71.4286
1677154,83.3333
2497273,94.9746
2616907,94.4559
2389570,23.2533
1722638,53.3333
2236354,81.8339
2349666,44.969
1966685,91.0428
2201013,5.6962
1812233,70.3922
2541621,75.0
2466732,60.0
2462309,100.0
2386755,63.3821
1841980,28.4314
1787539,84.2105
2551059,25.226
2395343,100.0
1966703,92.8571
1733168,41.6667
2590127,75.5245
2652049,94.456
2621415,31.6456
1735845,80.597
2603628,91.9748
2203414,61.31
2120663,84.9793
2173378,80.0
2407732,34.9057
2054564,62.1212
2575154,86.9929
2596053,86.2355
1916727,84.6154
1880846,93.4713
2352991,100.0
2541739,68.3636
2096748,94.9745
2388760,14.8148
2473406,89.8506
2377037,78.098
2071519,70.8333
1881917,41.6667
1991580,36.9101
2598529,84.634
2592188,98.4848
1717938,76.8
1786996,93.75
2318192,6.4935
1946295,87.8345
2194321,100.0
2368295,94.6809
1722993,76.1076
1920142,70.7865
2287682,38.6167
1918244,100.0
2327610,76.5957
2616132,47.8261
2627712,22.0769
2378517,63.1373
2366173,86.7647
1719595,47.0409
2645485,89.8204
1799284,94.5455
2112866,66.6667
1691389,69.2856
2065528,84.3137
1907238,87.4208
2017257,100.0
1677922,86.6667
2619671,97.0974
1810899,100.0
2213353,21.3333
2214319,75.2451
1719437,82.7586
2153950,50.0
2555152,6.8966
2243491,16.6667
2328151,60.9756
2616215,94.9753
2283049,63.6364
2357405,35.0
1916668,89.2052
2234471,80.2469
2434908,26.6667
2207778,86.4865
2021734,25.0
2411283,92.6509
2359915,81.6121
2555917,25.1128
2354543,64.0
2605677,97.1068
1883347,99.0712
1989699,22.8972
2586615,86.6667
2292098,100.0
2346450,91.5496
2043029,82.3529
2343719,95.6522
1673084,80.4082
2349242,43.0556
2241711,96.6292
1795260,73.7864
2395310,66.6667
2142357,71.4286
2298752,72.7273
1992660,92.7374
1970253,22.9358
1913104,97.3535
1629696,70.0
2539791,85.7143
2241537,95.8333
2076316,63.9004
2093757,25.0
2561272,83.3333
2641226,47.7124
2106953,90.0
1672256,79.6134
2208686,73.1915
1790964,94.4444
2290386,86.7121
2569122,91.8919
2096868,70.6869
2399275,17.7681
2076780,100.0
1763730,10.5263
2469548,93.3333
1981814,82.4411
1667581,100.0
2020513,62.7032
2614152,78.2857
1884760,94.6188
1719917,74.57
2078142,29.0323
2113732,45.7447
1745502,64.409
2604186,52.7473
2343034,80.5
1883839,20.438
1968792,94.4162
2034974,86.3545
2011774,40.0
2598850,52.0211
1848820,33.5501
1985370,91.6667
1739796,72.1519
2051346,94.6457
1788211,95.807
2172517,50.0
1702166,25.6757
2600991,14.7363
1737575,36.8127
2040392,84.2675
2640559,38.6364
2351495,77.7778
1466060,70.0
1885267,43.8938
2502028,91.691
2407481,52.5346
2547151,44.5652
1807396,94.3596
2378661,60.2339
2167366,94.9706
1683660,86.6585
2316701,80.9524
2079807,79.5455
2358808,14.0312
2344705,80.0
2108302,76.6102
1696749,59.8813
1849865,12.0123
1667966,16.6667
2507581,83.3333
2511337,55.5556
2400312,8.9711
2482318,96.2343
2421138,50.0
1967232,70.0
1862489,87.5
1883908,60.0509
2378396,72.9442
1972630,12.1387
2576690,63.4797
2189498,65.625
2347667,46.9636
2188288,89.3564
1694256,83.3333
1673698,100.0
1702204,86.8644
1840355,37.5
1908523,91.875
1892791,81.8529
1621723,23.2595
2099049,78.7402
1718400,8.8462
2376386,100.0
1687829,92.5926
2532962,87.2881
1717401,85.7143
2000670,96.9697
2038007,72.3077
2038110,6.25
1780539,50.0
1855909,87.5
2642653,47.619
2068832,94.5098
1985373,81.3235
2604089,100.0
1816987,64.833
2146539,80.0
2644930,93.6634
1868504,66.8966
2164345,88.8889
1741590,90.5882
2661302,53.5422
2276191,70.3081
2338573,79.4118
2528276,17.4194
1993673,58.2474
1919658,69.7674
1870939,93.4508
1741456,97.7273
2386836,70.4918
1832094,67.5
2030705,22.5
2628143,91.3084
2042608,66.6667
1813922,46.6667
2491747,16.8036
1940047,86.9565
1953052,86.0227
1767021,31.8996
2370771,68.75
2118112,70.9725
1756063,100.0
1840893,62.7907
1827840,90.2314
2378928,70.5279
1785571,14.8148
2061331,24.2682
2469696,6.9444
2046558,68.0
1883823,100.0
1727627,59.5238
1692491,96.3918
2096507,40.2778
2304044,62.8571
1712354,100.0
2363176,96.9101
2563927,11.6532
2594967,32.5581
2522220,52.1254
2096831,94.9745
2083636,73.3333
2488162,90.0
2533556,83.0645
2389472,63.285
1782913,74.2272
1696485,18.1818
1814592,93.5559
2334071,89.6104
2201796,94.4562
2395597,20.8791
1981149,16.9856
2195524,58.1843
1925725,59.0054
2335850,21.1765
2211181,80.0
1777943,73.3333
2318663,91.7219
1947910,75.0
1831384,94.6708
2004864,85.2941
2241323,80.0
2627321,24.3956
1713298,83.3333
2637678,94.2434
2639287,93.0556
2043257,61.658
2019716,22.8125
2579535,78.6047
2419629,94.9755
1669074,26.392
2368463,88.7686
2417676,97.8947
2533671,94.9751
2565622,86.9501
2234855,91.6667
2096757,94.9745
2269727,93.5644
1668072,62.8942
2111336,33.7122
1866331,83.1191
2109054,94.9746
1873007,80.2198
1700709,74.359
2382321,90.1734
2096488,88.8889
1900132,81.0744
2097378,100.0
2082080,71.9112
2404157,52.3301
2571926,73.2544
1863883,16.8539
2263439,76.9231
1913134,73.0769
1766996,88.499
2208700,96.4912
2327654,91.1765
2559197,98.768
1911201,92.0213
2256561,91.5966
2362885,69.2308
2096379,90.7511
1925088,77.4318
2577369,89.6565
2558575,86.2069
1824671,97.2222
2408003,83.6149
1705302,39.6552
2054332,66.6667
2374252,82.4686
1733363,85.7143
2357843,60.4396
2385194,58.1076
2296724,62.1622
2660502,45.4545
1898814,63.6111
1667999,31.4607
2404227,100.0
1734796,74.6032
1749944,88.2353
2152508,49.0063
2139369,40.5063
2544307,94.9754
1691313,35.2136
1913130,94.1748
1694881,98.0583
1920393,40.3037
1793221,87.4932
2054466,98.1154
1825984,24.1935
1710753,93.2203
2001389,92.3858
1925806,92.2609
1843056,57.1429
1859369,97.1302
2647907,81.7259
2032486,76.506
1940014,88.1185
1874376,100.0
2527012,92.7861
2463070,74.8428
2189271,14.6067
2031987,14.8148
1906116,60.6443
1966452,92.0328
2554478,83.5125
1798853,6.7797
1817283,96.5517
2272671,85.6557
1706102,33.3333
1757538,90.7407
1758072,86.872
1968458,70.5882
2140327,55.4435
1952351,60.0
2097210,82.6759
1810090,49.5913
2309134,92.5631
2661247,94.9752
2058591,70.4225
1777206,63.6364
2328970,37.5
1691830,100.0
1739085,58.8235
2145066,19.5122
2380506,75.0
1711374,79.613
1917519,95.092
1673690,24.9742
2398442,93.5484
2193740,34.4444
2371541,5.6044
2638783,88.8889
1822555,22.9032
1813144,90.8046
1681130,47.152
2221378,100.0
2399745,74.4173
1757329,58.1047
2582928,98.4375
2457667,94.5098
1806057,75.0
2571068,94.9752
2340370,65.0685
2381895,76.9876
1700201,19.6721
2572223,61.23
1985425,74.0227
1703785,24.9071
1880698,62.6022
2357172,52.1739
2030735,100.0
2357814,96.3415
2354721,53.0822
2284188,73.2143
1697217,89.0026
2203327,85.8586
2264605,60.0
2475134,65.1042
2379816,80.2177
1906641,16.6667
2538102,42.1429
2098848,58.8652
2316731,22.2222
2420966,97.2072
2456432,34.393
1680575,95.6916
1946964,58.4906
2556982,76.9947
1737778,97.5
2039901,85.7143
1971298,98.5075
2025696,16.0436
2645535,93.6508
2225819,48.1481
2479594,45.3079
2001410,100.0
2541679,94.1573
1921712,93.0383
2417055,92.7928
2371517,74.769
2117567,75.0
2399232,14.7059
1976766,73.913
2174975,94.6588
2351394,93.8326
1832458,74.3017
2158604,56.3889
2124623,66.6667
1952178,88.9556
1940723,100.0
1672517,90.0
1681207,84.5511
2339854,32.3077
1879942,76.5903
2070240,33.3333
1840481,79.5786
1771985,68.9013
2613230,87.8194
1759839,13.94
2367785,80.0
2335613,95.9184
1783413,67.8808
2237369,36.3636
1671980,74.3405
2104740,10.0
2460256,94.9754
2553705,92.6829
1948433,96.8126
1703606,91.1517
1730580,54.3624
2406609,69.0476
1960829,86.3677
1783108,58.1462
2413411,76.2728
1983275,28.5714
2291188,60.3175
1761633,69.8413
1843366,92.1953
1967770,51.2727
2537463,93.1731
2485235,70.6612
2347738,83.4559
2541265,38.8213
2335576,92.0
1756585,66.6667
2022406,73.4568
2326548,84.2105
2398918,99.308
1860791,11.658
1900710,32.0204
1909687,10.9434
2379018,73.5507
1713591,100.0
2266087,13.6364
1921730,79.6197
2380264,92.7928
1894760,78.3019
2291606,23.6994
2541948,31.528
2023503,55.1532
1800812,93.2854
2555648,94.9756
1710952,90.9524
1901733,29.1139
2196578,85.435
2358996,46.8348
2356211,81.8182
2164003,20.8475
2401339,43.2065
2225242,95.6731
2036514,60.0
1841597,36.3636
1681494,64.7059
1965807,67.4357
1710797,45.4545
2592290,93.4112
2578328,67.5841
2043472,5.5556
2162424,78.5185
1712799,55.5085
2473831,28.9456
2106385,76.9231
2172586,94.9762
2472601,94.9756
2416054,63.9053
2548082,37.5783
2142582,95.0
2515941,76.2734
2282464,76.9231
2615526,96.12
2216774,44.4444
1861280,88.8889
2506598,94.9751
1730071,6.0606
1979141,87.5
2504814,40.2778
1727089,57.5758
2038944,17.4377
2578103,63.0769
1898667,48.3254
2522128,91.4936
1779413,17.6471
1886627,95.0515
1809481,72.7273
1902755,82.9907
1882899,52.0291
1807876,37.7419
2599995,85.9504
2354857,94.3125
2520646,73.9517
2322468,68.0412
1814049,100.0
2036901,61.1145
2249724,76.9053
2532066,81.4286
1844044,14.2628
2130854,94.9754
2048752,70.2
1742226,64.8649
2632833,15.493
2018839,71.4286
1942675,38.8889
2131435,95.0
1876581,84.6058
2475125,6.2562
2194981,94.9749
1825413,83.8235
2213383,11.1111
2007464,72.1739
2207691,50.2283
2249762,88.2353
1986419,86.6348
1778874,100.0
1773287,54.8387
2298020,73.7843
1777000,58.8745
1919844,88.7097
2394677,66.6667
1820492,65.1341
2582742,95.2941
1703136,16.6667
2090691,62.5
2556578,87.5394
1686893,94.9745
1827681,95.2323
1846692,35.6098
1922188,57.2088
1990778,90.0
1710760,5.2632
1906678,84.5651
1885953,42.8571
2475441,90.6542
1881146,74.0741
2659059,100.0
1855147,90.9091
2148707,100.0
2565104,8.4552
2064897,56.8182
2476865,78.6174
1784584,88.8889
2579768,74.8031
2572751,94.9752
2256645,17.4528
2210363,93.6508
2155290,92.3077
2050252,54.5024
1974500,62.1762
2282343,79.3258
2226332,8.172
1679824,27.4648
2360126,91.6073
1716902,86.4198
1751621,83.0357
1784037,92.0635
2075195,97.3684
1818353,93.1535
2413395,12.1693
1898891,92.6773
2577427,17.6913
2616724,83.3333
1848005,84.6154
1824556,100.0
2055522,84.0
1822298,89.3307
2386941,13.8978
2577133,33.3333
2355123,35.7143
2590020,92.8105
1785090,85.7143
2070347,92.8571
2325531,91.2281
1963047,81.417
2013726,96.4103
1966050,70.3704
2349830,89.1439
2342265,96.6667
1706408,85.7143
1999925,74.6164
2555993,94.9753
1982200,64.5988
2603429,96.7742
1891458,80.0
1965216,83.3333
1717397,80.0
1917944,10.1563
1882866,74.8148
2352704,17.7778
1667603,69.8413
1966404,66.4399
1840934,90.0
2126047,74.948
1757005,16.129
1932742,93.75
2326580,69.3878
1825726,83.3333
2555061,92.5975
1741116,40.9677
1965207,90.4863
2611947,88.2736
2565261,35.8491
1723084,99.6622
1726727,98.1132
2387673,79.6875
2199062,89.7059
2119763,85.443
1832235,95.6522
1741241,91.2536
2164147,88.6812
2502367,88.9319
2605210,94.975
2298917,17.1565
2572364,36.8421
2556841,88.4793
2369904,90.3095
1834625,57.1429
2537518,85.9532
2008338,45.2
1974568,74.4186
1692395,95.7604
2066964,85.7778
2628570,62.5
2259107,48.3871
1872279,66.6667
2589527,20.0
2651767,88.4047
2066387,98.8095
2508377,94.9753
2461459,79.8561
2640955,20.7975
2259205,90.9091
1669325,23.913
1676270,41.1475
2554880,68.75
1796699,92.0
1771123,36.2205
2535296,57.5285
2346615,20.0
1891674,75.5556
2417273,85.2171
2171254,69.035
2316245,79.2342
2314679,10.5263
1919638,43.7888
1731585,70.0
1786029,90.0
1776017,57.2432
1982244,84.3463
2340203,94.974
1702201,72.5
2377533,100.0
2399540,28.9163
2418056,94.9754
2152104,98.2301
2346686,96.1404
2511682,94.6565
2021391,83.033
2258197,75.4717
2396649,80.0
2277197,15.4639
2555071,94.975
1978975,75.0
2488142,62.1622
1999640,40.4837
2159936,87.5
2326564,91.6667
2403241,37.4745
1686741,92.9766
2324217,82.8877
1763065,72.9508
1812244,97.0
2400744,93.0342
1814134,82.5
2238293,44.8718
2386017,58.3333
2286341,94.9745
2511081,94.9752
1932887,91.7477
2378130,94.8456
2485917,61.1354
2262674,82.6864
2029861,16.6667
2309302,73.3333
2263665,57.1429
2352756,4.7912
2373493,75.0713
2013716,9.8039
2508469,92.2156
1924237,80.9804
2589585,58.6957
2044262,57.8947
2339769,18.7829
1889691,54.7639
2017302,18.1818
2399440,61.3636
1774994,56.5217
2295944,94.9753
1804454,67.8082
2385056,12.2449
2362120,100.0
2456359,26.6667
2399127,37.8074
2163681,72.2222
2052997,83.685
2661236,89.5597
2144654,76.4326
2585428,8.4956
1896401,71.4286
2355309,32.0
2065415,7.8358
1971101,90.7692
1671978,80.9091
1808794,23.4234
2354556,68.1818
2221446,69.0141
2378979,54.5714
2626729,93.75
2536246,24.4186
2093319,90.0
1878338,39.8577
2521341,51.2195
2002195,66.2472
2011710,87.5
2648060,81.4103
2513351,96.0784
2209489,61.374
2506606,69.7977
1953366,79.3269
2365876,89.6343
1739952,93.9189
1731904,94.4444
1740846,13.5106
1802918,68.2464
2183370,94.9748
2290501,26.1538
1961473,35.2201
2387158,11.8852
2283594,94.9751
2163054,92.3077
2007217,97.0588
1742231,87.9357
2043420,89.0625
2222679,67.2897
2472297,34.0961
1960417,87.1795
2147809,64.1509
1741484,51.6854
2650480,94.9752
2347615,21.4286
2513457,97.2222
2047284,81.7867
2545700,98.0
2431923,93.6797
2510376,14.2857
1782039,64.0927
2411112,96.0
2260266,93.5065
2089002,60.2881
2652122,94.975
1689127,67.4498
2456687,90.099
1882973,98.8506
1930606,31.6667
1815991,100.0
2263291,68.75
1711474,100.0
2372529,49.4624
1837176,96.6216
1670158,55.4557
1970261,44.0564
2398466,98.4615
1841459,96.8202
1703305,60.0
1823604,92.1053
2603705,67.8249
1731434,56.1798
1876571,78.2571
1803558,64.4269
2135302,81.3149
1784979,86.1314
1930102,81.8182
2407069,84.0926
2539125,50.2834
1925537,88.7324
2165462,21.2617
2589665,82.716
2118629,80.4207
2537617,94.6358
2333515,56.8811
1752895,22.7574
2042351,49.0196
2198546,45.9716
2389812,60.1942
2605750,8.0117
2660719,97.7585
2533970,91.0891
2242982,97.1983
2441283,17.1053
1934318,33.569
1899505,95.082
1939956,85.6458
1813453,61.6071
1915939,94.1236
2397491,5.3448
2322419,92.2876
2336250,86.0465
1779368,73.0769
2359954,90.8075
2539041,93.9245
2396637,76.9475
2395921,97.2628
2267866,67.3587
1870753,50.0
2211672,82.3864
1777060,86.8493
1905608,19.4444
2476999,62.2407
2610783,34.1793
2506777,88.7069
2474176,86.5672
1669526,98.2877
1909316,88.6364
1967533,92.8571
2553830,69.0625
2458542,51.2346
2236521,17.2414
2524975,67.1875
1736258,85.7143
1722526,87.3764
1894278,83.3333
2046050,80.0
2336751,95.252
2312274,68.4932
2644828,97.8723
2321682,12.5
2368878,58.2418
1870920,62.5773
1712979,100.0
2412037,88.882
2044505,25.9082
2330680,92.8571
1775828,94.0711
2301091,80.2085
1907617,79.661
2352787,40.0
2276543,58.3806
2070419,79.4906
2103136,16.129
2581510,96.6667
2294021,90.9091
2535178,84.6154
2125403,13.3333
2656614,83.353
2272814,98.0676
2184921,85.0
2476291,53.9603
2340536,89.3491
2487031,94.9753
2006799,98.7952
1762560,21.0526
1891192,35.0877
2399313,25.0312
2379666,79.927
2395949,20.8835
2567355,89.8892
1936796,75.5556
2090744,9.4464
2472363,63.4983
2456540,63.6364
1803523,93.0233
2357602,57.1429
2281189,15.493
2055965,66.6667
2194641,94.9757
2616606,94.9752
1921959,17.5439
2355541,96.0038
2511532,97.561
1691314,65.9544
2479530,90.6667
2573839,100.0
1844329,87.2255
2504156,64.455
1830150,95.9892
2630021,93.6364
2407347,90.0
2037860,23.1343
1841738,8.5106
1755191,100.0
2571317,62.8571
2330828,5.7234
2276521,61.1111
2586928,88.7027
1817583,61.5385
2197595,95.0
1860289,84.1313
1850608,73.0878
2233280,59.4961
2547481,79.7527
2220230,57.5269
1667387,97.6919
2591058,90.2367
2266352,50.8094
2554362,97.8729
2234255,92.161
2353515,97.7372
2150879,79.7001
2475192,18.4389
2610332,91.6914
1823732,100.0
1744657,100.0
2404146,83.5938
2037954,81.7511
2021472,89.5503
2271267,3.125
1687231,80.0
2197335,18.3246
2533010,16.5956
2484111,5.9262
2329335,31.8977
1749405,54.6875
2480265,83.9506
2045227,11.6279
1688123,30.7752
2530615,93.7671
2350503,52.6316
2463751,96.3427
2342316,67.7083
1859312,41.3043
1894469,80.2432
2374934,67.7778
2401166,87.0495
1925992,91.9048
1755456,63.1169
1841085,87.2093
